"id","submitdate","lastpage","startlanguage","startdate","datestamp","random","Course[CPlan]","Course[CFam]","Course[CJust]","Marche[MPlan]","Marche[MFam]","Marche[MJust]","age","Genre","CSP","CSP[other]","Diplome","Diplome[other]","CapEco","EnvCS[SQ001]","EnvPSubj[SQ001]","EnvPObj","Engagement","autre"
"462","2025-01-22 14:18:27","4","fr","2025-01-22 14:12:16","2025-01-22 14:18:27","0","100","75","10","","","","59","Homme","Artisans / Artisanes, commerçants / commerçantes et chefs / cheffes d’entreprise","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","15 000 - 30 000€","70","85","Petite ville : de 5 000 à 20 000 habitants","2",""
"465","2025-01-22 16:40:17","4","fr","2025-01-22 16:35:43","2025-01-22 16:40:17","1","","","","90","90","90","54","Homme","Cadres et professions intellectuelles supérieures","","Bac + 4 (Maîtrise)","","30 000 - 60 000€","70","70","Petite ville : de 5 000 à 20 000 habitants","2",""
"467","2025-01-22 19:07:24","4","fr","2025-01-22 19:00:36","2025-01-22 19:07:24","1","","","","30","70","90","24","Homme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","75","80","Grande ville : de 50 000 à 200 000 habitants","2",""
"469","2025-01-22 20:57:07","4","fr","2025-01-22 20:52:03","2025-01-22 20:57:07","0","9","28","61","","","","60","Femme","Professions intermédiaires","","Bac + 4 (Maîtrise)","","15 000 - 30 000€","61","","Métropole : plus de 200 000 habitants","1","activités d'extérieur donc....impact de la météo.."
"470","2025-01-22 21:58:41","4","fr","2025-01-22 21:53:00","2025-01-22 21:58:41","0","90","91","80","","","","39","Homme","Professions intermédiaires","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","15 000 - 30 000€","27","70","Ville moyenne : de 20 000 à 50 000 habitants","1","J aimerai courir plus souvent mais l hiver avec le temps et la nuit après le travail me freinent"
"471","2025-01-22 22:53:28","4","fr","2025-01-22 22:49:14","2025-01-22 22:53:28","1","","","","75","100","90","53","Femme","Autre","Fonction publique d'Etat ","Bac + 2 (DEUG, BTS, DUT, DEUST)","","15 000 - 30 000€","75","100","Petite ville : de 5 000 à 20 000 habitants","4",""
"473","2025-01-22 23:50:12","4","fr","2025-01-22 23:42:48","2025-01-22 23:50:12","1","","","","30","70","80","32","Homme","Employé(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","45","70","Village : moins de 2 000 habitants","1","Étant plus jeune je pratiquais en club une activité de façon quotidienne 
L’entrée dans le monde professionnel m’a fait diminuer ma pratique à 2-3 jours semaines 
Puis j’ai eu 2 enfants, 1 mois avant le second, le confinement à eu lieu depuis j’ai eu un 3eme enfant et je n’ai jamais repris d’activités en clubs. Quelques tentatives de pratiques autonomes sans réel stabilité dans le temps mais compensé par plus de déplacements à mobilité douce "
"474","2025-01-23 08:35:16","4","fr","2025-01-23 08:31:47","2025-01-23 08:35:16","0","70","50","30","","","","65","Homme","Cadres et professions intellectuelles supérieures","","Bac + 8 (Doctorat, habilitation à diriger des recherches)","","60 000 - 90 000€","90","100","Grande ville : de 50 000 à 200 000 habitants","2",""
"478","2025-01-23 19:30:58","4","fr","2025-01-23 19:28:06","2025-01-23 19:30:58","1","","","","100","74","100","49","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","75","70","Petite ville : de 5 000 à 20 000 habitants","6",""
"479","2025-01-23 21:05:26","4","fr","2025-01-23 21:02:00","2025-01-23 21:05:26","0","31","50","50","","","","38","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","60 000 - 90 000€","33","100","Métropole : plus de 200 000 habitants","6","Manque de temps : vie professionnelle chargée, enfants en bas âge "
"480","2025-01-24 07:38:42","4","fr","2025-01-24 07:33:54","2025-01-24 07:38:42","1","","","","100","100","83","47","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","18","97","Petite ville : de 5 000 à 20 000 habitants","6","Bien-être physique et mental ressenti.
Frein aux signes de vieillesse.
Plaisir après les séances, plaisir du dépassement de soin.

Pour mon entourage ce que je note de problématique: bureau/ecole = sédentarité par essence
"
"481","2025-01-24 07:56:45","4","fr","2025-01-24 07:53:31","2025-01-24 07:56:45","0","33","71","50","","","","26","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","80","68","Métropole : plus de 200 000 habitants","3",""
"482","2025-01-24 08:09:20","4","fr","2025-01-24 08:00:59","2025-01-24 08:09:20","1","","","","85","88","80","61","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","83","100","Petite ville : de 5 000 à 20 000 habitants","5","Je fais 2 activités sportives par semaine ( cours d'équitation + Pilates) et marche activement pdt au moins 30 minutes) au minimum 3 fois par semaine (Gare-lieu de travail ou promenade du chien)"
"484","2025-01-24 08:41:36","4","fr","2025-01-24 08:39:23","2025-01-24 08:41:36","1","","","","70","85","100","23","Homme","Etudiant(e)s","","Bac + 4 (Maîtrise)","","- de 15 000€","","80","Petite ville : de 5 000 à 20 000 habitants","4",""
"485","2025-01-24 11:00:05","4","fr","2025-01-24 10:56:48","2025-01-24 11:00:05","1","","","","55","20","95","21","Femme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","80","80","Métropole : plus de 200 000 habitants","2",""
"489","2025-01-26 15:04:27","4","fr","2025-01-26 14:59:45","2025-01-26 15:04:27","0","75","80","85","","","","28","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","74","100","Petite ville : de 5 000 à 20 000 habitants","5",""
"490","2025-01-26 15:39:13","4","fr","2025-01-26 15:36:59","2025-01-26 15:39:13","0","100","50","80","","","","34","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","60","75","Bourg : de 2 000 à 5 000 habitants","4",""
"491","2025-01-26 19:51:17","4","fr","2025-01-26 19:47:37","2025-01-26 19:51:17","1","","","","25","75","75","47","Femme","Professions intermédiaires","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","30 000 - 60 000€","75","","Village : moins de 2 000 habitants","2",""
"492","2025-01-27 08:17:46","4","fr","2025-01-27 08:11:55","2025-01-27 08:17:46","0","60","5","5","","","","53","Homme","Cadres et professions intellectuelles supérieures","","Bac + 4 (Maîtrise)","","30 000 - 60 000€","60","70","Village : moins de 2 000 habitants","3",""
"493","2025-01-27 09:34:16","4","fr","2025-01-27 09:31:41","2025-01-27 09:34:16","0","100","50","50","","","","38","Homme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","25","25","Village : moins de 2 000 habitants","2",""
"498","2025-01-27 13:42:08","4","fr","2025-01-27 13:39:24","2025-01-27 13:42:08","0","70","65","80","","","","18","Homme","Etudiant(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","- de 15 000€","70","64","Ville moyenne : de 20 000 à 50 000 habitants","2",""
"499","2025-01-27 13:44:55","4","fr","2025-01-27 13:41:40","2025-01-27 13:44:55","1","","","","70","45","95","20","Homme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","70","95","Petite ville : de 5 000 à 20 000 habitants","1",""
"500","2025-01-27 14:02:25","4","fr","2025-01-27 13:59:26","2025-01-27 14:02:25","1","","","","100","65","31","25","Homme","Professions intermédiaires","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","15","100","Métropole : plus de 200 000 habitants","5",""
"501","2025-01-27 14:13:31","4","fr","2025-01-27 14:10:57","2025-01-27 14:13:31","1","","","","25","66","30","25","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","81","100","Grande ville : de 50 000 à 200 000 habitants","6",""
"502","2025-01-27 14:40:57","4","fr","2025-01-27 14:38:59","2025-01-27 14:40:57","1","","","","70","76","17","18","Autre / Préfère ne pas répondre","Etudiant(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","- de 15 000€","23","16","Ville moyenne : de 20 000 à 50 000 habitants","6",""
"503","2025-01-27 14:57:51","4","fr","2025-01-27 14:52:35","2025-01-27 14:57:51","0","35","34","34","","","","41","Femme","Artisans / Artisanes, commerçants / commerçantes et chefs / cheffes d’entreprise","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","80","91","Grande ville : de 50 000 à 200 000 habitants","8","L’activité physique fait partie de mon métier. Si je suis fatiguée comme en ce moment après une grippe, les facteurs externes (famille ou caritatifs) ne me motiveront pas à faire plus de sport, je me remettrai en forme d’abord car pour moi, trop forcer est une mauvaise idée. Je suis plus utile aux autres reposée que dans le bien out physique. "
"504","2025-01-27 15:53:30","4","fr","2025-01-27 15:52:01","2025-01-27 15:53:30","1","","","","68","100","70","21","Femme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","","100","Métropole : plus de 200 000 habitants","5",""
"507","2025-01-27 17:55:19","4","fr","2025-01-27 17:51:25","2025-01-27 17:55:19","0","60","20","34","","","","20","Femme","Etudiant(e)s","","Bac + 4 (Maîtrise)","","- de 15 000€","31","60","Grande ville : de 50 000 à 200 000 habitants","7","Je marche beaucoup et je vais à la salle deux fois par semaine. Parfois je cours. Je le fais car on répète que c'est bon pour la santé mais rarement par plaisir. Je me force souvent "
"509","2025-01-27 18:18:46","4","fr","2025-01-27 18:08:24","2025-01-27 18:18:46","0","30","65","86","","","","18","Homme","Etudiant(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","- de 15 000€","25","75","Petite ville : de 5 000 à 20 000 habitants","5","Je ne fais que du vélo pour aller et revenir de l'université (30min par jour)"
"513","2025-01-27 22:35:27","4","fr","2025-01-27 22:32:12","2025-01-27 22:35:27","1","","","","100","100","65","19","Femme","Etudiant(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","- de 15 000€","90","100","Métropole : plus de 200 000 habitants","11",""
"515","2025-01-28 07:27:31","4","fr","2025-01-28 07:25:37","2025-01-28 07:27:31","0","70","73","70","","","","26","Femme","Etudiant(e)s","","Bac + 4 (Maîtrise)","","- de 15 000€","25","73","Ville moyenne : de 20 000 à 50 000 habitants","3",""
"518","2025-01-28 08:37:50","4","fr","2025-01-28 08:35:26","2025-01-28 08:37:50","1","","","","29","70","70","23","Homme","Etudiant(e)s","","Bac + 8 (Doctorat, habilitation à diriger des recherches)","","15 000 - 30 000€","21","100","Ville moyenne : de 20 000 à 50 000 habitants","4",""
"519","2025-01-28 09:31:49","4","fr","2025-01-28 09:29:24","2025-01-28 09:31:49","1","","","","64","22","67","28","Homme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","30","100","Métropole : plus de 200 000 habitants","3",""
"520","2025-01-28 10:30:28","4","fr","2025-01-28 10:27:56","2025-01-28 10:30:28","1","","","","60","70","100","35","Autre / Préfère ne pas répondre","Cadres et professions intellectuelles supérieures","","Bac + 8 (Doctorat, habilitation à diriger des recherches)","","30 000 - 60 000€","40","30","Métropole : plus de 200 000 habitants","3",""
"521","2025-01-28 11:42:40","4","fr","2025-01-28 11:40:21","2025-01-28 11:42:40","1","","","","100","100","70","26","Homme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","","80","Métropole : plus de 200 000 habitants","9",""
"523","2025-01-28 12:31:33","4","fr","2025-01-28 12:26:08","2025-01-28 12:31:33","0","65","25","75","","","","19","Homme","Etudiant(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","- de 15 000€","80","","Bourg : de 2 000 à 5 000 habitants","10",""
"524","2025-01-28 14:48:11","4","fr","2025-01-28 14:46:14","2025-01-28 14:48:11","0","77","57","72","","","","55","Femme","Artisans / Artisanes, commerçants / commerçantes et chefs / cheffes d’entreprise","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","89","","Petite ville : de 5 000 à 20 000 habitants","6",""
"525","2025-01-28 15:35:57","4","fr","2025-01-28 15:19:29","2025-01-28 15:35:57","0","50","50","75","","","","81","Homme","Retraité(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","15 000 - 30 000€","70","75","Village : moins de 2 000 habitants","4","Ce questionnaire ne me concerne pas vraiment en ce sens que retraité aux multiples activités ( encadrement chantier de jeunes, jardinage, association de sauvegarde du patrimoine, marches, bénévole foyer rural , danse folk , aquagym, chorale ) je ne pratique pas régulièrement un sport particulier tel que défini dans le libellé de l'enquête."
"526","2025-01-28 15:45:47","4","fr","2025-01-28 15:37:04","2025-01-28 15:45:47","1","","","","70","70","75","73","Femme","Retraité(e)s","","CAP, BEP","","- de 15 000€","70","75","Village : moins de 2 000 habitants","2","Je ne suis pas une sportive régulière. Mais je pratique la natation, le qi gong 1 fois par semaine en plus de diverses activités associatives sociales qui me prennent de l'énergie. occasionnellement et selon la saison, je marche, fais du ski de fond et de la danse folk."
"528","2025-01-28 17:03:19","4","fr","2025-01-28 16:54:10","2025-01-28 17:03:19","0","80","30","80","","","","79","Homme","Retraité(e)s","","Bac + 4 (Maîtrise)","","30 000 - 60 000€","70","20","Village : moins de 2 000 habitants","2",""
"529","2025-01-28 17:08:41","4","fr","2025-01-28 17:04:13","2025-01-28 17:08:41","0","80","60","90","","","","50","Femme","Cadres et professions intellectuelles supérieures","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","15 000 - 30 000€","40","90","Petite ville : de 5 000 à 20 000 habitants","2",""
"530","2025-01-28 18:30:35","4","fr","2025-01-28 18:24:27","2025-01-28 18:30:35","1","","","","70","100","10","63","Homme","Retraité(e)s","","Autre","","30 000 - 60 000€","25","85","Bourg : de 2 000 à 5 000 habitants","4","Indispensable à mon équilibre de vie
"
"532","2025-01-28 19:07:38","4","fr","2025-01-28 18:57:55","2025-01-28 19:07:38","1","","","","50","80","100","53","Femme","Cadres et professions intellectuelles supérieures","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","30 000 - 60 000€","60","100","Village : moins de 2 000 habitants","6","Une activité sportive en club en milieu de semaine (jeudi) permet de décompresser
je promène mon chien tous les jours (sauf si grosse pluie), ce qui ""m'oblige"" à marcher 45 min par jour, plus certains jours. Une ""obligation"" qui est bienvenue après une journée de travail (enseignante)"
"533","2025-01-28 19:32:24","4","fr","2025-01-28 19:24:32","2025-01-28 19:32:24","1","","","","100","100","50","72","Homme","Retraité(e)s","","Bac + 4 (Maîtrise)","","15 000 - 30 000€","100","100","Village : moins de 2 000 habitants","6",""
"534","2025-01-28 21:10:23","4","fr","2025-01-28 20:59:46","2025-01-28 21:10:23","0","70","50","90","","","","56","Femme","Cadres et professions intellectuelles supérieures","","Bac + 4 (Maîtrise)","","30 000 - 60 000€","70","100","Petite ville : de 5 000 à 20 000 habitants","3",""
"536","2025-01-28 23:21:55","4","fr","2025-01-28 23:07:55","2025-01-28 23:21:55","0","100","100","8","","","","20","Homme","Etudiant(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","- de 15 000€","90","75","Petite ville : de 5 000 à 20 000 habitants","10","Muscu -> 4/semaine
Course à pieds -> 3/semaine
Escalade -> 1/semaine
Divers travaux manuels à la maison par exemple transporter des pierres, du bois ou faire le jardin.
1m75 68,5 kg 12% bodyfat (ça veut dire qu'on voit mes abdos)

"
"537","2025-01-29 00:35:56","4","fr","2025-01-29 00:32:18","2025-01-29 00:35:56","0","60","35","15","","","","19","Femme","Etudiant(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","- de 15 000€","10","40","Métropole : plus de 200 000 habitants","2",""
"538","2025-01-29 07:40:48","4","fr","2025-01-29 07:38:34","2025-01-29 07:40:48","1","","","","76","74","80","59","Homme","Professions intermédiaires","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","30 000 - 60 000€","53","44","Village : moins de 2 000 habitants","3",""
"539","2025-01-29 08:04:40","4","fr","2025-01-29 07:53:08","2025-01-29 08:04:40","0","51","44","19","","","","76","Homme","Retraité(e)s","","CAP, BEP","","- de 15 000€","34","68","Village : moins de 2 000 habitants","7",""
"540","2025-01-29 08:22:58","4","fr","2025-01-29 08:18:27","2025-01-29 08:22:58","0","70","90","90","","","","45","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","75","88","Petite ville : de 5 000 à 20 000 habitants","2",""
"542","2025-01-29 09:56:18","4","fr","2025-01-29 09:48:18","2025-01-29 09:56:18","0","50","80","74","","","","53","Femme","Cadres et professions intellectuelles supérieures","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","30 000 - 60 000€","91","100","Bourg : de 2 000 à 5 000 habitants","7","C’est dans la génétique familiale ! Et une education"
"543","2025-01-29 10:05:18","4","fr","2025-01-29 10:00:48","2025-01-29 10:05:18","1","","","","75","50","85","30","Femme","Employé(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","15 000 - 30 000€","100","92","Ville moyenne : de 20 000 à 50 000 habitants","4",""
"544","2025-01-29 10:12:11","4","fr","2025-01-29 10:06:47","2025-01-29 10:12:11","0","40","79","50","","","","69","Femme","Retraité(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","15 000 - 30 000€","65","70","Village : moins de 2 000 habitants","7","Non"
"546","2025-01-29 10:35:58","4","fr","2025-01-29 10:28:43","2025-01-29 10:35:58","0","100","100","100","","","","36","Homme","Professions intermédiaires","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","","68","Bourg : de 2 000 à 5 000 habitants","3",""
"548","2025-01-29 11:00:26","4","fr","2025-01-29 10:53:51","2025-01-29 11:00:26","0","21","21","15","","","","62","Femme","Professions intermédiaires","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","15 000 - 30 000€","15","61","Petite ville : de 5 000 à 20 000 habitants","2",""
"550","2025-01-29 11:21:01","4","fr","2025-01-29 11:15:58","2025-01-29 11:21:01","0","40","65","80","","","","18","Femme","Etudiant(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","- de 15 000€","53","","Grande ville : de 50 000 à 200 000 habitants","3",""
"553","2025-01-29 16:37:53","4","fr","2025-01-29 16:34:45","2025-01-29 16:37:53","1","","","","81","68","89","42","Femme","Professions intermédiaires","","Bac + 4 (Maîtrise)","","30 000 - 60 000€","72","83","Village : moins de 2 000 habitants","4",""
"556","2025-01-29 18:34:35","4","fr","2025-01-29 18:32:20","2025-01-29 18:34:35","0","100","100","100","","","","58","Femme","Cadres et professions intellectuelles supérieures","","Bac + 4 (Maîtrise)","","30 000 - 60 000€","20","51","Petite ville : de 5 000 à 20 000 habitants","4",""
"557","2025-01-29 22:17:11","4","fr","2025-01-29 22:09:23","2025-01-29 22:17:11","0","67","63","67","","","","18","Homme","Ouvriers / Ouvrières","","Autre","Brevet","- de 15 000€","","59","Métropole : plus de 200 000 habitants","4","Mon rapport au sport c'est devenir meilleur et plus fort avoir un corps en bonne santé et également beau"
"558","2025-01-30 10:10:41","4","fr","2025-01-30 10:07:16","2025-01-30 10:10:41","0","35","60","40","","","","21","Femme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","90","80","Petite ville : de 5 000 à 20 000 habitants","3",""
"559","2025-01-30 13:07:34","4","fr","2025-01-30 13:00:05","2025-01-30 13:07:34","0","100","21","0","","","","24","Femme","Etudiant(e)s","","Bac + 4 (Maîtrise)","","- de 15 000€","15","100","Métropole : plus de 200 000 habitants","4","J’ai délaissé le sport en commençant mes études supérieures. J’ai ressenti que mon corps n’était plus le même. Aujourd’hui je me suis remise au sport mais pour moi-même et ma santé physique et mentale. Très peu de personnes autour de moi font du sport régulièrement, ma motivation pour le moment n’est que personnelle et pas tournée vers le collectif. Je pratique le vélo régulièrement pour me rendre en cours, la course à pieds depuis peu avec un atelier à la fac de préparation à la course + course avec un ami. J’espère à l’avenir intégrer à 100% le sport dans mon mode de vie et ne plus le voir comme une corvée car sa pratique a des effets positifs réels sur ma vie de tous les jours. "
"560","2025-01-30 15:33:35","4","fr","2025-01-30 15:25:38","2025-01-30 15:33:35","0","25","75","0","","","","70","Femme","Retraité(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","15 000 - 30 000€","71","90","Village : moins de 2 000 habitants","3","Je pense qu'une activité physique régulière me permet de rester en forme aussi bien physiquement que moralement ! "
"561","2025-01-30 16:21:22","4","fr","2025-01-30 16:17:17","2025-01-30 16:21:22","0","50","50","50","","","","66","Femme","Retraité(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","70","73","Village : moins de 2 000 habitants","3",""
"562","2025-01-30 17:33:21","4","fr","2025-01-30 17:29:40","2025-01-30 17:33:21","1","","","","87","92","70","76","Femme","Retraité(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","15 000 - 30 000€","76","68","Village : moins de 2 000 habitants","5",""
"563","2025-01-30 18:04:15","4","fr","2025-01-30 17:59:02","2025-01-30 18:04:15","1","","","","100","75","100","72","Femme","Retraité(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","15 000 - 30 000€","80","100","Village : moins de 2 000 habitants","5",""
"564","2025-01-30 19:38:54","4","fr","2025-01-30 19:32:17","2025-01-30 19:38:54","1","","","","85","76","76","57","Femme","Employé(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","15 000 - 30 000€","","80","Village : moins de 2 000 habitants","3",""
"565","2025-01-30 21:16:10","4","fr","2025-01-30 21:04:01","2025-01-30 21:16:10","0","50","59","50","","","","60","Homme","Artisans / Artisanes, commerçants / commerçantes et chefs / cheffes d’entreprise","","CAP, BEP","","+ de 90 000 €","22","","Petite ville : de 5 000 à 20 000 habitants","2","Bouger me rend agréable je suis détendue "
"566","2025-01-30 21:21:14","4","fr","2025-01-30 21:07:59","2025-01-30 21:21:14","1","","","","80","69","50","70","Femme","Retraité(e)s","","Bac + 4 (Maîtrise)","","30 000 - 60 000€","74","80","Bourg : de 2 000 à 5 000 habitants","5","On parle beaucoup du bien de L'activité physique qui est bonne pour la santé 
Je pratique donc ainsi que le bridge "
"567","2025-01-30 21:46:41","4","fr","2025-01-30 21:39:13","2025-01-30 21:46:41","1","","","","100","78","71","61","Femme","Employé(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","- de 15 000€","58","79","Ville moyenne : de 20 000 à 50 000 habitants","4","Pour moi, l'activité physique est vitale ????????"
"568","2025-01-30 23:34:06","4","fr","2025-01-30 23:28:34","2025-01-30 23:34:06","0","50","50","50","","","","41","Homme","Autre","Dictateur sportif","Bac + 2 (DEUG, BTS, DUT, DEUST)","","15 000 - 30 000€","30","25","Ville moyenne : de 20 000 à 50 000 habitants","6","Je suis coach sportif et passionné de sport "
"569","2025-01-31 08:01:04","4","fr","2025-01-31 07:58:20","2025-01-31 08:01:04","0","75","100","35","","","","23","Femme","Etudiant(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","- de 15 000€","85","69","Métropole : plus de 200 000 habitants","7",""
"570","2025-01-31 10:23:26","4","fr","2025-01-31 10:17:33","2025-01-31 10:23:26","1","","","","94","100","50","74","Femme","Retraité(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","80","","Village : moins de 2 000 habitants","5","Habitant dans un tout petit village un moyen de locomotion est nécessaire pour aller pratiquer une activité dans un club, ce qui posera probléme à terme quand je ne pourrai plus conduire en sécurité pour moi et les autres.
Par contre mon environnement rural me permet de faire de belles randonnées."
"571","2025-01-31 10:44:51","4","fr","2025-01-31 10:41:45","2025-01-31 10:44:51","0","50","50","50","","","","80","Femme","Retraité(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","15 000 - 30 000€","50","","Village : moins de 2 000 habitants","4","peu de déplacement sécurisé pour marcher "
"573","2025-01-31 11:30:37","4","fr","2025-01-31 11:22:35","2025-01-31 11:30:37","1","","","","85","85","85","74","Femme","Retraité(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","30 000 - 60 000€","40","60","Village : moins de 2 000 habitants","3",""
"574","2025-01-31 11:34:58","4","fr","2025-01-31 11:32:30","2025-01-31 11:34:58","1","","","","100","100","100","63","Homme","Retraité(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","75","","Village : moins de 2 000 habitants","7",""
"575","2025-01-31 12:28:31","4","fr","2025-01-31 12:22:54","2025-01-31 12:28:31","0","65","51","84","","","","69","Femme","Retraité(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","15 000 - 30 000€","50","52","Village : moins de 2 000 habitants","2","Reprise activité physique plus intense suite à un cancer"
"576","2025-01-31 13:06:54","4","fr","2025-01-31 12:55:57","2025-01-31 13:06:54","0","32","32","33","","","","76","Femme","Retraité(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","30 000 - 60 000€","31","","Bourg : de 2 000 à 5 000 habitants","20","Des pb de dos limitent mes activités à des sports doux "
"577","2025-01-31 22:30:06","4","fr","2025-01-31 22:25:05","2025-01-31 22:30:06","1","","","","50","39","70","49","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","60 000 - 90 000€","70","80","Grande ville : de 50 000 à 200 000 habitants","3",""
"579","2025-02-01 17:06:21","4","fr","2025-02-01 17:01:39","2025-02-01 17:06:21","0","49","50","12","","","","57","Autre / Préfère ne pas répondre","Employé(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","15 000 - 30 000€","74","31","Petite ville : de 5 000 à 20 000 habitants","2",""
"580","2025-02-01 18:44:39","4","fr","2025-02-01 18:41:14","2025-02-01 18:44:39","0","70","75","90","","","","57","Femme","Cadres et professions intellectuelles supérieures","","Bac + 4 (Maîtrise)","","30 000 - 60 000€","80","90","Petite ville : de 5 000 à 20 000 habitants","5",""
"582","2025-02-02 07:47:25","4","fr","2025-02-02 07:43:52","2025-02-02 07:47:25","0","100","99","100","","","","53","Femme","Cadres et professions intellectuelles supérieures","","Bac + 8 (Doctorat, habilitation à diriger des recherches)","","30 000 - 60 000€","","75","Village : moins de 2 000 habitants","7","pratiquer dans un club est très stimulant  filière sport sante "
"583","2025-02-02 08:15:40","4","fr","2025-02-02 08:11:27","2025-02-02 08:15:40","0","32","50","72","","","","43","Femme","Cadres et professions intellectuelles supérieures","","Bac + 4 (Maîtrise)","","30 000 - 60 000€","70","84","Métropole : plus de 200 000 habitants","5",""
"587","2025-02-02 11:25:21","4","fr","2025-02-02 11:19:32","2025-02-02 11:25:21","1","","","","40","38","79","25","Homme","Professions intermédiaires","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","36","70","Métropole : plus de 200 000 habitants","7",""
