"id","submitdate","lastpage","startlanguage","startdate","datestamp","random","Course[CPlan]","Course[CFam]","Course[CJust]","Marche[MPlan]","Marche[MFam]","Marche[MJust]","age","Genre","CSP","CSP[other]","Diplome","Diplome[other]","CapEco","EnvCS[SQ001]","EnvPSubj[SQ001]","EnvPObj","Engagement","autre"
"1","2025-01-13 14:26:47","4","fr","2025-01-13 14:24:13","2025-01-13 14:26:47","1","","","","50","100","100","27","Homme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","20","70","Métropole : plus de 200 000 habitants","7","Marche : 8km par jour tous les jours
Salle de sport / musculation : 1h, 4 fois par semaine"
"2","2025-01-13 14:42:03","4","fr","2025-01-13 14:36:53","2025-01-13 14:42:03","1","","","","100","100","100","28","Homme","Professions intermédiaires","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","40","50","Métropole : plus de 200 000 habitants","5","Je me rends tous les jours au travail en marchant de façon active, une trentaine de minutes le matin et le soir. Il s'agit de la seule activité physique que je pratique hors vacances."
"3","2025-01-13 14:39:05","4","fr","2025-01-13 14:37:16","2025-01-13 14:39:05","1","","","","50","100","100","27","Femme","Cadres et professions intellectuelles supérieures","","Bac + 4 (Maîtrise)","","15 000 - 30 000€","","100","Métropole : plus de 200 000 habitants","4",""
"8","2025-01-13 15:26:29","4","fr","2025-01-13 15:18:47","2025-01-13 15:26:29","0","92","84","62","","","","27","Autre / Préfère ne pas répondre","Autre","Auto-entrepreneur","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","15 000 - 30 000€","13","72","Petite ville : de 5 000 à 20 000 habitants","1",""
"10","2025-01-13 15:39:12","4","fr","2025-01-13 15:33:22","2025-01-13 15:39:12","0","30","50","65","","","","21","Femme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","75","100","Ville moyenne : de 20 000 à 50 000 habitants","3",""
"11","2025-01-13 15:43:12","4","fr","2025-01-13 15:41:17","2025-01-13 15:43:12","1","","","","100","100","100","22","Homme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","59","70","Grande ville : de 50 000 à 200 000 habitants","7",""
"12","2025-01-13 15:51:35","4","fr","2025-01-13 15:49:20","2025-01-13 15:51:35","0","83","88","77","","","","19","Homme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","100","20","Bourg : de 2 000 à 5 000 habitants","10",""
"14","2025-01-13 16:01:13","4","fr","2025-01-13 15:58:53","2025-01-13 16:01:13","1","","","","60","85","85","22","Femme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","30","70","Grande ville : de 50 000 à 200 000 habitants","5",""
"15","2025-01-13 16:11:38","4","fr","2025-01-13 16:08:21","2025-01-13 16:11:38","0","100","50","75","","","","22","Femme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","80","85","Petite ville : de 5 000 à 20 000 habitants","6",""
"16","2025-01-13 16:17:15","4","fr","2025-01-13 16:13:51","2025-01-13 16:17:15","1","","","","98","73","100","21","Homme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","15 000 - 30 000€","77","21","Métropole : plus de 200 000 habitants","7",""
"17","2025-01-13 16:27:58","4","fr","2025-01-13 16:19:14","2025-01-13 16:27:58","1","","","","40","90","80","20","Homme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","96","81","Ville moyenne : de 20 000 à 50 000 habitants","6",""
"19","2025-01-13 16:52:13","4","fr","2025-01-13 16:48:49","2025-01-13 16:52:13","1","","","","85","70","90","20","Homme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","74","70","Petite ville : de 5 000 à 20 000 habitants","8",""
"20","2025-01-13 17:04:10","4","fr","2025-01-13 17:00:49","2025-01-13 17:04:10","0","100","100","100","","","","21","Homme","Etudiant(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","- de 15 000€","85","100","Petite ville : de 5 000 à 20 000 habitants","7",""
"21","2025-01-13 17:06:00","4","fr","2025-01-13 17:03:06","2025-01-13 17:06:00","0","95","95","25","","","","20","Homme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","70","90","Métropole : plus de 200 000 habitants","10",""
"23","2025-01-13 18:10:05","4","fr","2025-01-13 17:41:18","2025-01-13 18:10:05","1","","","","30","20","85","19","Homme","Etudiant(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","- de 15 000€","90","15","Village : moins de 2 000 habitants","3",""
"24","2025-01-13 18:14:53","4","fr","2025-01-13 18:10:39","2025-01-13 18:14:53","1","","","","93","76","100","20","Femme","Etudiant(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","- de 15 000€","90","68","Bourg : de 2 000 à 5 000 habitants","2",""
"26","2025-01-13 18:54:20","4","fr","2025-01-13 18:51:20","2025-01-13 18:54:20","0","67","76","90","","","","20","Homme","Etudiant(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","- de 15 000€","80","75","Bourg : de 2 000 à 5 000 habitants","4",""
"27","2025-01-13 19:27:39","4","fr","2025-01-13 19:08:11","2025-01-13 19:27:39","0","70","20","59","","","","21","Femme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","90","100","Métropole : plus de 200 000 habitants","3",""
"28","2025-01-13 19:20:27","4","fr","2025-01-13 19:16:31","2025-01-13 19:20:27","1","","","","20","20","70","20","Homme","Etudiant(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","- de 15 000€","80","","Petite ville : de 5 000 à 20 000 habitants","3","3 séances de sport intense par semaine (2 boxe et 1 roller)"
"31","2025-01-13 19:55:59","4","fr","2025-01-13 19:39:36","2025-01-13 19:55:59","1","","","","30","45","60","22","Homme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","80","70","Grande ville : de 50 000 à 200 000 habitants","10","Avis d'un non expert: en tant que 2A, je trouve les premières questions très spécifiques à la marche, si de base ton activité physique c'est pas de la marche, c'est pas la même je trouve, si c'était du vélo j'aurai répondu tout autrement et c'est impossible de se projeter de si tu étais fatigué (je le suis tout le temps), ebfin je pense qu'il y aura un assez gros biais de désirabilité. 
Sinon je fais tous mes trajets à vélo. Même dans le froid et c'est pas forcément pour ma santé mais déjà car je veux pas déranger à demander une place dans une voiture et parce que je trouve ça plus ecolo et j'en suis assez fier et que ça réveille le matin."
"32","2025-01-13 19:45:16","4","fr","2025-01-13 19:42:44","2025-01-13 19:45:16","1","","","","100","100","100","20","Homme","Employé(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","- de 15 000€","75","100","Métropole : plus de 200 000 habitants","12",""
"34","2025-01-13 21:43:24","4","fr","2025-01-13 21:35:33","2025-01-13 21:43:24","1","","","","80","90","100","24","Femme","Etudiant(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","90","71","Bourg : de 2 000 à 5 000 habitants","5",""
"35","2025-01-13 22:01:10","4","fr","2025-01-13 21:57:59","2025-01-13 22:01:10","1","","","","80","35","100","19","Homme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","","35","Bourg : de 2 000 à 5 000 habitants","5",""
"36","2025-01-14 11:40:09","4","fr","2025-01-14 11:35:41","2025-01-14 11:40:09","1","","","","65","90","90","20","Homme","Etudiant(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","- de 15 000€","40","75","Ville moyenne : de 20 000 à 50 000 habitants","1",""
"38","2025-01-14 15:17:07","4","fr","2025-01-14 15:14:19","2025-01-14 15:17:07","0","66","50","39","","","","21","Femme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","85","46","Métropole : plus de 200 000 habitants","4",""
"39","2025-01-14 15:27:47","4","fr","2025-01-14 15:24:59","2025-01-14 15:27:47","1","","","","40","80","60","20","Homme","Etudiant(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","- de 15 000€","70","80","Petite ville : de 5 000 à 20 000 habitants","6",""
"40","2025-01-14 16:43:14","4","fr","2025-01-14 16:30:20","2025-01-14 16:43:14","0","10","30","30","","","","20","Homme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","69","12","Petite ville : de 5 000 à 20 000 habitants","3","Dès que j'ai du temps libre je pratique. C'est uniquement le travail qui me limite dans ma pratique"
"41","2025-01-14 17:17:31","4","fr","2025-01-14 16:52:19","2025-01-14 17:17:31","1","","","","65","70","78","18","Homme","Etudiant(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","- de 15 000€","50","85","Ville moyenne : de 20 000 à 50 000 habitants","1",""
"42","2025-01-14 17:23:45","4","fr","2025-01-14 17:22:49","2025-01-14 17:23:45","0","50","50","50","","","","20","Homme","Etudiant(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","- de 15 000€","","","Grande ville : de 50 000 à 200 000 habitants","1",""
"43","2025-01-14 18:21:08","4","fr","2025-01-14 18:04:22","2025-01-14 18:21:08","0","80","50","80","","","","60","Femme","Cadres et professions intellectuelles supérieures","","Bac + 4 (Maîtrise)","","30 000 - 60 000€","80","96","Petite ville : de 5 000 à 20 000 habitants","3",""
"46","2025-01-14 18:59:27","4","fr","2025-01-14 18:54:37","2025-01-14 18:59:27","1","","","","71","90","95","18","Femme","Etudiant(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","15 000 - 30 000€","65","75","Bourg : de 2 000 à 5 000 habitants","4",""
"48","2025-01-14 19:02:59","4","fr","2025-01-14 18:59:28","2025-01-14 19:02:59","0","100","50","73","","","","18","Femme","Etudiant(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","- de 15 000€","70","80","Ville moyenne : de 20 000 à 50 000 habitants","6",""
"49","2025-01-14 19:09:16","4","fr","2025-01-14 19:07:28","2025-01-14 19:09:16","1","","","","6","100","100","21","Homme","Etudiant(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","- de 15 000€","","","Village : moins de 2 000 habitants","4",""
"51","2025-01-14 19:32:27","4","fr","2025-01-14 19:28:13","2025-01-14 19:32:27","0","100","70","83","","","","20","Homme","Cadres et professions intellectuelles supérieures","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","75","100","Grande ville : de 50 000 à 200 000 habitants","6","Souvent je fais passer mon travail à la place de mes activités physiques. 
Si j’ai trop de travaille, je réduit mon nombre d’entraînement par semaine. "
"53","2025-01-14 19:40:35","4","fr","2025-01-14 19:34:48","2025-01-14 19:40:35","1","","","","100","100","100","20","Femme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","80","100","Village : moins de 2 000 habitants","5",""
"54","2025-01-14 19:49:21","4","fr","2025-01-14 19:42:51","2025-01-14 19:49:21","1","","","","50","50","60","20","Homme","Artisans / Artisanes, commerçants / commerçantes et chefs / cheffes d’entreprise","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","15 000 - 30 000€","90","","Petite ville : de 5 000 à 20 000 habitants","6","Je suis dans la restauration "
"57","2025-01-14 20:06:24","4","fr","2025-01-14 19:59:29","2025-01-14 20:06:24","0","100","80","90","","","","20","Femme","Ouvriers / Ouvrières","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","15 000 - 30 000€","95","75","Grande ville : de 50 000 à 200 000 habitants","4",""
"59","2025-01-14 20:36:47","4","fr","2025-01-14 20:33:52","2025-01-14 20:36:47","1","","","","20","82","68","21","Femme","Etudiant(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","- de 15 000€","","65","Métropole : plus de 200 000 habitants","5",""
"62","2025-01-14 21:40:20","4","fr","2025-01-14 21:35:43","2025-01-14 21:40:20","1","","","","50","85","68","56","Homme","Artisans / Artisanes, commerçants / commerçantes et chefs / cheffes d’entreprise","","CAP, BEP","","15 000 - 30 000€","28","82","Petite ville : de 5 000 à 20 000 habitants","4",""
"63","2025-01-14 21:58:02","4","fr","2025-01-14 21:54:32","2025-01-14 21:58:02","1","","","","75","76","100","52","Homme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","52","100","Village : moins de 2 000 habitants","2",""
"64","2025-01-14 22:11:02","4","fr","2025-01-14 22:08:58","2025-01-14 22:11:02","1","","","","35","72","93","20","Femme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","100","65","Métropole : plus de 200 000 habitants","7",""
"66","2025-01-14 22:22:27","4","fr","2025-01-14 22:15:36","2025-01-14 22:22:27","1","","","","91","80","90","73","Homme","Retraité(e)s","","Sans diplôme","","15 000 - 30 000€","40","62","Petite ville : de 5 000 à 20 000 habitants","5",""
"67","2025-01-14 22:20:58","4","fr","2025-01-14 22:17:05","2025-01-14 22:20:58","0","89","50","90","","","","48","Femme","Employé(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","15 000 - 30 000€","59","80","Village : moins de 2 000 habitants","2",""
"70","2025-01-14 22:34:47","4","fr","2025-01-14 22:27:40","2025-01-14 22:34:47","0","72","70","55","","","","47","Femme","Employé(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","15 000 - 30 000€","91","100","Bourg : de 2 000 à 5 000 habitants","2",""
"71","2025-01-14 22:48:46","4","fr","2025-01-14 22:37:46","2025-01-14 22:48:46","0","5","19","80","","","","54","Femme","Employé(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","","82","Village : moins de 2 000 habitants","0",""
"72","2025-01-14 23:14:09","4","fr","2025-01-14 23:09:08","2025-01-14 23:14:09","0","80","82","92","","","","49","Homme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","35","90","Bourg : de 2 000 à 5 000 habitants","1",""
"74","2025-01-14 23:23:53","4","fr","2025-01-14 23:19:56","2025-01-14 23:23:53","1","","","","18","83","78","18","Femme","Etudiant(e)s","","Sans diplôme","","- de 15 000€","86","67","Petite ville : de 5 000 à 20 000 habitants","5","Je n’ai pas mis mon curseur très haut car tout ce qui est marche je ne pratique en revanche je fais bcp de sport surtout dans mon club "
"76","2025-01-15 01:20:49","4","fr","2025-01-15 01:12:27","2025-01-15 01:20:49","1","","","","100","17","100","52","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","60 000 - 90 000€","78","79","Métropole : plus de 200 000 habitants","5",""
"78","2025-01-15 04:05:42","4","fr","2025-01-15 04:02:39","2025-01-15 04:05:42","0","0","0","0","","","","56","Femme","Artisans / Artisanes, commerçants / commerçantes et chefs / cheffes d’entreprise","","Bac + 4 (Maîtrise)","","30 000 - 60 000€","","80","Ville moyenne : de 20 000 à 50 000 habitants","3","Je pratique la natation et la marche, la danse aussi mais je ne courre jamais "
"79","2025-01-15 06:25:57","4","fr","2025-01-15 06:21:44","2025-01-15 06:25:57","0","75","30","50","","","","37","Homme","Employé(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","30 000 - 60 000€","33","100","Bourg : de 2 000 à 5 000 habitants","1","Le temps nécessaire pour pouvoir faire du sport "
"80","2025-01-15 06:29:17","4","fr","2025-01-15 06:25:53","2025-01-15 06:29:17","1","","","","81","80","100","46","Femme","Employé(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","15 000 - 30 000€","24","100","Village : moins de 2 000 habitants","1",""
"83","2025-01-15 07:50:59","4","fr","2025-01-15 07:46:25","2025-01-15 07:50:59","1","","","","20","100","100","52","Femme","Employé(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","15 000 - 30 000€","70","99","Bourg : de 2 000 à 5 000 habitants","1",""
"85","2025-01-15 09:01:51","4","fr","2025-01-15 08:57:40","2025-01-15 09:01:51","1","","","","75","50","80","45","Femme","Artisans / Artisanes, commerçants / commerçantes et chefs / cheffes d’entreprise","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","15 000 - 30 000€","70","80","Petite ville : de 5 000 à 20 000 habitants","1",""
"86","2025-01-15 09:10:15","4","fr","2025-01-15 09:05:35","2025-01-15 09:10:15","1","","","","82","53","77","58","Femme","Cadres et professions intellectuelles supérieures","","Bac + 4 (Maîtrise)","","30 000 - 60 000€","","","Ville moyenne : de 20 000 à 50 000 habitants","2",""
"88","2025-01-15 09:42:53","4","fr","2025-01-15 09:35:53","2025-01-15 09:42:53","1","","","","67","73","80","64","Femme","Retraité(e)s","","Bac + 4 (Maîtrise)","","30 000 - 60 000€","80","80","Bourg : de 2 000 à 5 000 habitants","6",""
"89","2025-01-15 09:50:04","4","fr","2025-01-15 09:43:54","2025-01-15 09:50:04","0","75","75","90","","","","20","Femme","Etudiant(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","- de 15 000€","15","40","Village : moins de 2 000 habitants","4",""
"90","2025-01-15 10:10:38","4","fr","2025-01-15 09:47:15","2025-01-15 10:10:38","0","80","80","80","","","","37","Femme","Cadres et professions intellectuelles supérieures","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","15 000 - 30 000€","","100","Petite ville : de 5 000 à 20 000 habitants","2",""
"91","2025-01-15 09:57:50","4","fr","2025-01-15 09:55:15","2025-01-15 09:57:50","0","20","30","79","","","","42","Femme","Employé(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","30 000 - 60 000€","40","81","Ville moyenne : de 20 000 à 50 000 habitants","0",""
"95","2025-01-15 13:01:46","4","fr","2025-01-15 12:57:05","2025-01-15 13:01:46","0","81","35","92","","","","57","Femme","Employé(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","15 000 - 30 000€","79","60","Bourg : de 2 000 à 5 000 habitants","3","Salle de sport 2 fous par semaine 
Tapis de course a la maison 
Marche 3 fois par semaine. "
"96","2025-01-15 13:33:12","4","fr","2025-01-15 13:29:18","2025-01-15 13:33:12","1","","","","65","91","98","20","Femme","Etudiant(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","- de 15 000€","11","73","Bourg : de 2 000 à 5 000 habitants","3",""
"98","2025-01-15 14:14:39","4","fr","2025-01-15 14:11:34","2025-01-15 14:14:39","1","","","","57","61","60","62","Femme","Retraité(e)s","","CAP, BEP","","- de 15 000€","67","62","Village : moins de 2 000 habitants","2","Marche et gym"
"101","2025-01-15 17:03:27","4","fr","2025-01-15 16:58:46","2025-01-15 17:03:27","0","80","60","40","","","","21","Femme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","15 000 - 30 000€","90","95","Ville moyenne : de 20 000 à 50 000 habitants","7",""
"103","2025-01-15 18:52:25","4","fr","2025-01-15 18:45:02","2025-01-15 18:52:25","0","35","90","30","","","","63","Femme","Autre","Éducatrice spécialisée ","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","30 000 - 60 000€","50","100","Village : moins de 2 000 habitants","5",""
"104","2025-01-15 18:58:07","4","fr","2025-01-15 18:53:05","2025-01-15 18:58:07","0","85","70","70","","","","56","Femme","Cadres et professions intellectuelles supérieures","","Bac + 4 (Maîtrise)","","15 000 - 30 000€","85","100","Petite ville : de 5 000 à 20 000 habitants","2",""
"105","2025-01-15 19:10:13","4","fr","2025-01-15 19:06:22","2025-01-15 19:10:13","0","80","70","80","","","","54","Homme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","60 000 - 90 000€","70","100","Village : moins de 2 000 habitants","3",""
"106","2025-01-15 20:07:40","4","fr","2025-01-15 20:01:38","2025-01-15 20:07:40","1","","","","50","75","100","54","Femme","Employé(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","- de 15 000€","87","100","Village : moins de 2 000 habitants","3",""
"108","2025-01-16 10:35:30","4","fr","2025-01-16 10:29:04","2025-01-16 10:35:30","0","70","20","88","","","","20","Homme","Etudiant(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","- de 15 000€","95","100","Grande ville : de 50 000 à 200 000 habitants","10",""
"110","2025-01-16 18:29:06","4","fr","2025-01-16 18:19:25","2025-01-16 18:29:06","1","","","","100","100","100","47","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","90","100","Petite ville : de 5 000 à 20 000 habitants","6","sportive de nature (natation, course à pieds, vélo, randonnée en loisirs)
pratique le tennis en compétition
professeure d'EPS"
"111","2025-01-16 20:17:24","4","fr","2025-01-16 20:13:58","2025-01-16 20:17:24","0","20","70","80","","","","41","Femme","Employé(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","15 000 - 30 000€","71","91","Bourg : de 2 000 à 5 000 habitants","1",""
"112","2025-01-16 21:16:47","4","fr","2025-01-16 21:14:30","2025-01-16 21:16:47","0","13","2","9","","","","44","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","","0","Village : moins de 2 000 habitants","0","Manque de temps"
"113","2025-01-16 21:22:48","4","fr","2025-01-16 21:18:25","2025-01-16 21:22:48","0","80","79","80","","","","61","Femme","Autre","Auto entrepreneur animation ","Bac + 2 (DEUG, BTS, DUT, DEUST)","","15 000 - 30 000€","34","22","Village : moins de 2 000 habitants","3",""
"114","2025-01-16 23:06:14","4","fr","2025-01-16 23:00:14","2025-01-16 23:06:14","0","50","71","47","","","","60","Femme","Cadres et professions intellectuelles supérieures","","Autre","Bac + 10","30 000 - 60 000€","80","100","Petite ville : de 5 000 à 20 000 habitants","6",""
"115","2025-01-16 23:03:58","4","fr","2025-01-16 23:00:35","2025-01-16 23:03:58","0","82","80","77","","","","58","Femme","Retraité(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","15 000 - 30 000€","100","","Village : moins de 2 000 habitants","2",""
"117","2025-01-16 23:48:05","4","fr","2025-01-16 23:35:30","2025-01-16 23:48:05","1","","","","50","100","75","39","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","30","90","Village : moins de 2 000 habitants","3","Je déteste le sport ainsi que les efforts physiques. Cependant, je préfère marcher que prendre la voiture. J'aime la marche à pied et la natation. Bien que je pratique ces activités plusieurs fois par semaine, je le fais sans effort, sans esprit de compétition. C'est plutôt des moments calmes et apaisant, non pas du sport. En avançant en âge, je me rends compte que le fait d'être musclé (un minimum) est important (notamment pour le dos). C'est pourquoi, je sais pertinemment qu'il faut que je fasse plus d'activités physiques pour me maintenir ""en forme"". Une des contraintes rencontrées est le fait de réaliser ces activités seule ; autrement dit, avoir un.e compagnon me motiverait à en faire plus !"
"120","2025-01-17 10:26:25","4","fr","2025-01-17 10:23:07","2025-01-17 10:26:25","1","","","","58","28","69","30","Homme","Employé(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","15 000 - 30 000€","25","90","Métropole : plus de 200 000 habitants","5",""
"122","2025-01-17 10:26:56","4","fr","2025-01-17 10:23:21","2025-01-17 10:26:56","1","","","","100","100","100","25","Homme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","80","90","Grande ville : de 50 000 à 200 000 habitants","13","J'ai toujours eu une éducation où le sport était important "
"123","2025-01-17 10:27:42","4","fr","2025-01-17 10:23:34","2025-01-17 10:27:42","1","","","","30","50","80","50","Femme","Autre","Au foyer","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","- de 15 000€","80","40","Bourg : de 2 000 à 5 000 habitants","3",""
"126","2025-01-17 10:28:34","4","fr","2025-01-17 10:24:52","2025-01-17 10:28:34","0","75","85","80","","","","27","Femme","Employé(e)s","","Bac + 4 (Maîtrise)","","15 000 - 30 000€","96","80","Métropole : plus de 200 000 habitants","5",""
"127","2025-01-17 10:29:25","4","fr","2025-01-17 10:26:18","2025-01-17 10:29:25","0","20","50","75","","","","20","Homme","Etudiant(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","- de 15 000€","90","70","Petite ville : de 5 000 à 20 000 habitants","4",""
"128","2025-01-17 10:30:40","4","fr","2025-01-17 10:26:49","2025-01-17 10:30:40","1","","","","50","70","70","19","Femme","Etudiant(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","- de 15 000€","100","90","Ville moyenne : de 20 000 à 50 000 habitants","2",""
"129","2025-01-17 10:35:58","4","fr","2025-01-17 10:32:56","2025-01-17 10:35:58","0","77","80","50","","","","41","Homme","Cadres et professions intellectuelles supérieures","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","30 000 - 60 000€","73","76","Petite ville : de 5 000 à 20 000 habitants","3",""
"130","2025-01-17 10:41:21","4","fr","2025-01-17 10:34:22","2025-01-17 10:41:21","0","75","60","45","","","","23","Homme","Etudiant(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","- de 15 000€","73","66","Petite ville : de 5 000 à 20 000 habitants","5","Les scénarios ont été assez difficile pour ma part dans la mesure où je n’aime pas la course à pieds. "
"131","2025-01-17 10:37:58","4","fr","2025-01-17 10:35:49","2025-01-17 10:37:58","1","","","","90","70","100","33","Homme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","88","40","Petite ville : de 5 000 à 20 000 habitants","4",""
"134","2025-01-17 10:50:57","4","fr","2025-01-17 10:41:34","2025-01-17 10:50:57","1","","","","100","100","91","48","Homme","Cadres et professions intellectuelles supérieures","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","30 000 - 60 000€","80","91","Ville moyenne : de 20 000 à 50 000 habitants","3","Besoin & plaisir réunis "
"135","2025-01-17 11:01:42","4","fr","2025-01-17 10:58:22","2025-01-17 11:01:42","0","100","80","100","","","","43","Femme","Professions intermédiaires","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","60 000 - 90 000€","90","82","Ville moyenne : de 20 000 à 50 000 habitants","3",""
"137","2025-01-17 11:12:04","4","fr","2025-01-17 11:08:40","2025-01-17 11:12:04","0","90","30","100","","","","48","Femme","Professions intermédiaires","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","60 000 - 90 000€","80","75","Ville moyenne : de 20 000 à 50 000 habitants","3",""
"139","2025-01-17 11:25:45","4","fr","2025-01-17 11:22:26","2025-01-17 11:25:45","0","11","10","29","","","","53","Homme","Cadres et professions intellectuelles supérieures","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","30 000 - 60 000€","39","13","Bourg : de 2 000 à 5 000 habitants","2",""
